4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Outlet classification,PSP Compliance,Place Compliance,Product category,Product division,Province,Region,SOS Compliance,SSP Compliance,Sales area,Sales region,Sales route,Sales territory,Secondary Customer,Store area,Store location,Store type,Subchannel,Sum of PLACE - PSP - Answer,Sum of PLACE - PSP - Question,Sum of PLACE - SSP - Answer,Sum of PLACE - SSP - Question,Sum of Total Category Length,Sum of Unilever Length,Trade Format
5P,Banner 131,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,MIX,1,1,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 131,St Area 4,Loc 4,(blank),Non-food retail,4,4,4,4,3,0.9,DT
5P,Banner 131,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,MIX,1,1,Deodorants,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 131,St Area 4,Loc 4,(blank),Non-food retail,4,4,4,4,4,1.24,DT
5P,Banner 131,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,MIX,1,1,Oral Care,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 131,St Area 4,Loc 4,(blank),Non-food retail,4,4,4,4,10,3.9,DT
5P,Banner 95,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,10/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,MIX,1,1,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 95,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,4,4,4,4,5,1.85,DT
5P,Banner 95,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,10/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,MIX,0,0,Deodorants,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 95,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,3,4,3,4,5,1.7,DT
5P,Banner 95,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,10/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,MIX,1,1,Oral Care,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 95,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,4,4,4,4,2,0.62,DT
5P,Banner 98,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,MIX,1,1,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 98,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,4,4,4,4,3,1.05,DT
5P,Banner 98,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,MIX,1,1,Deodorants,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 98,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,4,4,4,4,2,0.7,DT
5P,Banner 98,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,10/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,MIX,1,1,Oral Care,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 98,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,4,4,4,4,10,3.4,DT
4P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 135,LSW9,LSW10,Deodorants,MIX,0,0,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Hypermarket,1,4,1,4,3,0.9,MT
4P,Banner 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,10/15/2015,Customer 136,Outlet 138,LSW9,LSW10,Deodorants,MIX,1,0,Deodorants,HPC,Province 5,Central,0,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Large Supermarkets,4,4,4,4,2,0.6,MT
4P,Banner 139,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Regional,Key Customer,DTRT 5,10/15/2015,Customer 139,Outlet 141,LSW9,LSW10,Deodorants,MIX,1,0,Deodorants,HPC,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Small Supermarkets,3,4,3,4,6,2.28,MT
4P,Banner 142,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Local,Key Customer,DTRT 5,10/15/2015,Customer 142,Outlet 144,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Discounters,4,4,4,4,3,0.99,MT
4P,Banner 145,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Global,Key Customer,DTRT 5,10/15/2015,Customer 145,Outlet 147,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Club,4,4,4,4,2,0.76,MT
4P,Banner 148,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,Others,DTRT 5,10/15/2015,Customer 148,Outlet 150,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),E-Commerce,4,4,4,4,10,3.8,MT
4P,Banner 151,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Global,Key Customer,DTRT 5,10/15/2015,Customer 151,Outlet 153,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Direct Sales,4,4,4,4,7,2.31,MT
4P,Banner 154,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mainstream Drugstores,4,4,4,4,8,2.72,MT
4P,Banner 157,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 159,LSW9,LSW10,Deodorants,MIX,1,1,Deodorants,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mass Merchandiser (non-grocery),4,4,4,4,7,2.31,MT
4P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 135,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Hypermarket,4,4,4,4,8,3.2,MT
4P,Banner 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,10/15/2015,Customer 136,Outlet 138,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Large Supermarkets,4,4,4,4,5,2,MT
4P,Banner 139,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Regional,Key Customer,DTRT 5,10/15/2015,Customer 139,Outlet 141,LSW9,LSW10,Dressings,MIX,1,0,Dressings,Foods,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Small Supermarkets,3,4,3,4,2,0.62,MT
4P,Banner 142,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Local,Key Customer,DTRT 5,10/15/2015,Customer 142,Outlet 144,LSW9,LSW10,Dressings,MIX,1,0,Dressings,Foods,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Discounters,3,4,3,4,9,3.42,MT
4P,Banner 145,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Global,Key Customer,DTRT 5,10/15/2015,Customer 145,Outlet 147,LSW9,LSW10,Dressings,MIX,1,0,Dressings,Foods,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Club,3,4,3,4,3,1.11,MT
4P,Banner 148,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,Others,DTRT 5,10/15/2015,Customer 148,Outlet 150,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),E-Commerce,4,4,4,4,5,2,MT
4P,Banner 151,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Global,Key Customer,DTRT 5,10/15/2015,Customer 151,Outlet 153,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Direct Sales,4,4,4,4,8,2.48,MT
4P,Banner 154,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mainstream Drugstores,4,4,4,4,2,0.72,MT
4P,Banner 157,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 159,LSW9,LSW10,Dressings,MIX,1,1,Dressings,Foods,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mass Merchandiser (non-grocery),4,4,4,4,6,1.8,MT
6P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 133,LSW9,LSW10,Hair,MIX,1,0,Hair,HPC,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Hypermarket,3,4,3,4,3,0.9,MT
6P,Banner 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,10/15/2015,Customer 136,Outlet 136,LSW9,LSW10,Hair,MIX,1,0,Hair,HPC,Province 5,Central,0,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Large Supermarkets,4,4,4,4,6,1.98,MT
6P,Banner 139,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Regional,Key Customer,DTRT 5,10/15/2015,Customer 139,Outlet 139,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Small Supermarkets,4,4,4,4,3,1.11,MT
6P,Banner 142,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Local,Key Customer,DTRT 5,10/15/2015,Customer 142,Outlet 142,LSW9,LSW10,Hair,MIX,1,0,Hair,HPC,Province 5,Central,0,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Discounters,4,4,4,4,4,1.36,MT
6P,Banner 145,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Global,Key Customer,DTRT 5,10/15/2015,Customer 145,Outlet 145,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Club,4,4,4,4,6,2.1,MT
6P,Banner 148,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,Others,DTRT 5,10/15/2015,Customer 148,Outlet 148,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),E-Commerce,4,4,4,4,10,4,MT
6P,Banner 151,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Global,Key Customer,DTRT 5,10/15/2015,Customer 151,Outlet 151,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Direct Sales,4,4,4,4,3,0.9,MT
6P,Banner 154,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 154,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mainstream Drugstores,4,4,4,4,4,1.6,MT
6P,Banner 157,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,Hair,MIX,1,1,Hair,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mass Merchandiser (non-grocery),4,4,4,4,10,3.1,MT
4P,Banner 133,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,10/15/2015,Customer 133,Outlet 135,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Hypermarket,4,4,4,4,9,3.33,MT
4P,Banner 136,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,10/15/2015,Customer 136,Outlet 138,LSW9,LSW10,Oral Care,MIX,1,0,Oral Care,HPC,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Large Supermarkets,3,4,3,4,3,1.14,MT
4P,Banner 139,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Regional,Key Customer,DTRT 5,10/15/2015,Customer 139,Outlet 141,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Small Supermarkets,4,4,4,4,8,2.8,MT
4P,Banner 142,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Local,Key Customer,DTRT 5,10/15/2015,Customer 142,Outlet 144,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Discounters,4,4,4,4,3,1.11,MT
4P,Banner 145,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Global,Key Customer,DTRT 5,10/15/2015,Customer 145,Outlet 147,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Club,4,4,4,4,5,1.8,MT
4P,Banner 148,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,Others,DTRT 5,10/15/2015,Customer 148,Outlet 150,LSW9,LSW10,Oral Care,MIX,1,0,Oral Care,HPC,Province 5,Central,1,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),E-Commerce,3,4,3,4,2,0.64,MT
4P,Banner 151,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Global,Key Customer,DTRT 5,10/15/2015,Customer 151,Outlet 153,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Direct Sales,4,4,4,4,8,2.8,MT
4P,Banner 154,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,Oral Care,MIX,0,0,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mainstream Drugstores,1,4,1,4,4,1.4,MT
4P,Banner 157,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 159,LSW9,LSW10,Oral Care,MIX,1,1,Oral Care,HPC,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,(blank),St Area 5,Loc 5,(blank),Mass Merchandiser (non-grocery),4,4,4,4,9,3.42,MT
6P,Banner 160,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 160,LSW99,LSW1010,Outlet 160,MIX,1,1,Hair,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 160,St Area 5,Loc 5,(blank),Perfumeries and Premium Beauty,4,4,4,4,2,0.74,DT
6P,Banner 160,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 160,LSW99,LSW1010,Outlet 160,MIX,0,0,Skin Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 160,St Area 5,Loc 5,(blank),Perfumeries and Premium Beauty,3,4,3,4,8,3.12,DT
4P,Banner 160,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 162,LSW99,LSW1010,Outlet 162,MIX,1,1,Dressings,Foods,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 162,St Area 5,Loc 5,(blank),Perfumeries and Premium Beauty,4,4,4,4,10,3.5,DT
4P,Banner 160,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 162,LSW99,LSW1010,Outlet 162,MIX,1,1,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 162,St Area 5,Loc 5,(blank),Perfumeries and Premium Beauty,4,4,4,4,10,4,DT
4P,Banner 160,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 162,LSW99,LSW1010,Outlet 162,MIX,1,1,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 162,St Area 5,Loc 5,(blank),Perfumeries and Premium Beauty,4,4,4,4,2,0.64,DT
6P,Banner 163,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Regional,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 163,LSW99,LSW1010,Outlet 163,MIX,1,1,Hair,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 163,St Area 5,Loc 5,(blank),Beauty Pharmacy-Chemist,4,4,4,4,8,2.96,DT
6P,Banner 163,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Regional,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 163,LSW99,LSW1010,Outlet 163,MIX,0,0,Skin Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 163,St Area 5,Loc 5,(blank),Beauty Pharmacy-Chemist,3,4,3,4,9,2.79,DT
4P,Banner 163,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Regional,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 165,LSW99,LSW1010,Outlet 165,MIX,0,0,Dressings,Foods,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 165,St Area 5,Loc 5,(blank),Beauty Pharmacy-Chemist,3,4,3,4,8,2.72,DT
4P,Banner 163,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Regional,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 165,LSW99,LSW1010,Outlet 165,MIX,0,0,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 165,St Area 5,Loc 5,(blank),Beauty Pharmacy-Chemist,3,4,3,4,9,3.6,DT
4P,Banner 163,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Regional,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 165,LSW99,LSW1010,Outlet 165,MIX,0,0,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 165,St Area 5,Loc 5,(blank),Beauty Pharmacy-Chemist,3,4,3,4,4,1.44,DT
6P,Banner 166,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 166,LSW99,LSW1010,Outlet 166,MIX,1,1,Hair,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 166,St Area 5,Loc 5,(blank),Mom & Pop,4,4,4,4,3,0.9,DT
6P,Banner 166,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 166,LSW99,LSW1010,Outlet 166,MIX,1,1,Skin Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 166,St Area 5,Loc 5,(blank),Mom & Pop,4,4,4,4,10,3.1,DT
4P,Banner 166,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 168,LSW99,LSW1010,Outlet 168,MIX,1,1,Dressings,Foods,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 168,St Area 5,Loc 5,(blank),Mom & Pop,4,4,4,4,5,2,DT
4P,Banner 166,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 168,LSW99,LSW1010,Outlet 168,MIX,1,1,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 168,St Area 5,Loc 5,(blank),Mom & Pop,4,4,4,4,6,2.04,DT
4P,Banner 166,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 166,Others,Others,DTRT 5,10/15/2015,(blank),Outlet 168,LSW99,LSW1010,Outlet 168,MIX,1,1,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 168,St Area 5,Loc 5,(blank),Mom & Pop,4,4,4,4,5,1.85,DT
6P,Banner 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 169,LSW99,LSW1010,Outlet 169,MIX,1,1,Hair,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 169,St Area 5,Loc 5,(blank),Market Stalls,4,4,4,4,10,4,DT
6P,Banner 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 169,LSW99,LSW1010,Outlet 169,MIX,1,1,Skin Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 169,St Area 5,Loc 5,(blank),Market Stalls,4,4,4,4,7,2.31,DT
4P,Banner 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 171,LSW99,LSW1010,Outlet 171,MIX,1,1,Dressings,Foods,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 171,St Area 5,Loc 5,(blank),Market Stalls,4,4,4,4,7,2.1,DT
4P,Banner 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 171,LSW99,LSW1010,Outlet 171,MIX,1,1,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 171,St Area 5,Loc 5,(blank),Market Stalls,4,4,4,4,9,3.42,DT
4P,Banner 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 171,LSW99,LSW1010,Outlet 171,MIX,0,0,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 171,St Area 5,Loc 5,(blank),Market Stalls,3,4,3,4,9,2.97,DT
6P,Banner 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 172,LSW99,LSW1010,Outlet 172,MIX,1,1,Hair,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 172,St Area 5,Loc 5,(blank),Independent (family grocer),4,4,4,4,3,0.96,DT
6P,Banner 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 172,LSW99,LSW1010,Outlet 172,MIX,1,1,Skin Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 172,St Area 5,Loc 5,(blank),Independent (family grocer),4,4,4,4,9,2.7,DT
4P,Banner 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 174,LSW99,LSW1010,Outlet 174,MIX,0,0,Dressings,Foods,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 174,St Area 5,Loc 5,(blank),Independent (family grocer),3,4,3,4,4,1.2,DT
4P,Banner 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 174,LSW99,LSW1010,Outlet 174,MIX,1,1,Deodorants,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 174,St Area 5,Loc 5,(blank),Independent (family grocer),4,4,4,4,2,0.8,DT
4P,Banner 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,(blank),Outlet 174,LSW99,LSW1010,Outlet 174,MIX,1,1,Oral Care,HPC,Province 5,Central,0,0,Area 5,Reg 5,Route 5,Territory 5,Outlet 174,St Area 5,Loc 5,(blank),Independent (family grocer),4,4,4,4,2,0.62,DT
