4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Category Length,Trade Format,Unilever Length
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,10/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),10,MT,4
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,10/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),5,MT,1.9
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,10/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),7,MT,2.24
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,11/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),3,MT,1.2
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,11/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),8,MT,2.56
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,11/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),6,MT,2.28
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,12/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),5,MT,1.7
5P,Banner 92,MT,City 4,SEAA,Commune 4,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,12/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),10,MT,3
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,12/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),6,MT,1.92
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,1/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),8,MT,3.12
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,1/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),8,MT,3.12
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,1/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),7,MT,2.24
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,2/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),4,MT,1.48
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,2/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),9,MT,2.97
5P,Banner 92,MT,City 4,SEAA,Commune 4,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,2/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mass Merchandiser (non-grocery),4,MT,1.48
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,3/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),9,MT,3.24
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,3/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),4,MT,1.36
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,3/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),3,MT,1.08
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,4/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),3,MT,0.93
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,4/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),9,MT,2.79
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,4/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),8,MT,2.8
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,5/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,1.6
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,5/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),7,MT,2.45
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,5/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),9,MT,3.33
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,6/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),3,MT,1.17
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,6/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),7,MT,2.73
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,6/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,1.65
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,7/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.66
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,7/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.8
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,7/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),7,MT,2.59
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,8/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),8,MT,2.56
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,8/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.66
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,8/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),8,MT,2.96
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,9/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,2
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,9/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),8,MT,2.4
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,9/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),4,MT,1.6
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,10/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,2
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,10/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,1.55
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,10/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),9,MT,2.97
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,11/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),4,MT,1.48
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,11/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.64
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,11/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),9,MT,3.15
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),6,MT,2.1
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),7,MT,2.17
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),5,MT,1.5
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,1/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.7
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,1/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),3,MT,0.99
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,1/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.74
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,2/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),2,MT,0.7
4P,Banner 91,MT,City 3,SEAA,Commune 3,0,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,2/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),10,MT,3
4P,Banner 91,MT,City 3,SEAA,Commune 3,1,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,2/15/2016,Customer 91,Outlet 93,LSW5,LSW6,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mass Merchandiser (non-grocery),3,MT,1.14
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,3/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,15,DT,6
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,4/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,6,DT,1.98
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,5/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,10,DT,3.82
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,6/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,15,DT,5.95
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,7/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,17,DT,6.54
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,8/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,12,DT,4.44
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,9/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,12,DT,3.81
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,10/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,20,DT,7.5
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,11/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,12,DT,4.64
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,13,DT,5.14
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,1/15/2016,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,12,DT,3.81
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,2/15/2016,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,18,DT,6.2
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,3/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,20,DT,6.52
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,4/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,22,DT,8.21
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,5/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,16,DT,5.92
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,6/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,10,DT,3.44
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,7/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,18,DT,6.88
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,8/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,25,DT,8.66
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,9/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,20,DT,6.86
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,10/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,16,DT,5.64
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,11/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,14,DT,5.26
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,12/15/2015,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,13,DT,4.5
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,1/15/2016,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,19,DT,6.4
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,2/15/2016,,,LSW77,LSW88,MIX,,,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Mom & Pop,21,DT,7.29
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,3/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,17,DT,6.44
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,4/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,16,DT,5.26
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,5/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,10,DT,3.28
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,6/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,22,DT,7.7
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,7/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,10,DT,3.59
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,8/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,22,DT,7.63
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,9/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,10,DT,3.36
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,0,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,10/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,21,DT,6.54
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,11/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,18,DT,6.14
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,18,DT,5.89
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,1,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,1/15/2016,,,LSW55,LSW66,MIX,,,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mom & Pop,12,DT,4.2
